train_loss,epoch,step,val_loss
0.06414258480072021,0,49,
0.044862307608127594,0,99,
0.045567259192466736,0,149,
0.03865143656730652,0,199,
0.03574977442622185,0,249,
0.032604899257421494,0,299,
0.03336765617132187,0,349,
0.032007310539484024,0,399,
0.03448140621185303,0,449,
0.02599409408867359,0,499,
0.030025938525795937,0,549,
0.03405582532286644,0,599,
0.028933890163898468,0,649,
0.03302904590964317,0,699,
0.029859259724617004,0,749,
0.0273662768304348,0,799,
0.02525920234620571,0,849,
0.029881177470088005,0,899,
,0,937,0.0282016322016716
0.02776043675839901,1,949,
0.026970820501446724,1,999,
0.027507701888680458,1,1049,
0.02479374036192894,1,1099,
0.02794959954917431,1,1149,
0.029615139588713646,1,1199,
0.027741679921746254,1,1249,
0.028859863057732582,1,1299,
0.02582371234893799,1,1349,
0.027069563046097755,1,1399,
0.029438544064760208,1,1449,
0.025462573394179344,1,1499,
0.03148222342133522,1,1549,
0.025514498353004456,1,1599,
0.03038194216787815,1,1649,
0.02919701300561428,1,1699,
0.02716687135398388,1,1749,
0.025625675916671753,1,1799,
0.025905147194862366,1,1849,
,1,1875,0.026735171675682068
