train_loss,epoch,step,val_loss
0.06505441665649414,0,49,
0.04712186008691788,0,99,
0.03858628496527672,0,149,
0.03173605352640152,0,199,
0.03162675350904465,0,249,
0.03433726355433464,0,299,
0.03337712585926056,0,349,
0.03689146041870117,0,399,
0.03086455911397934,0,449,
0.032014328986406326,0,499,
0.028767677024006844,0,549,
0.032094597816467285,0,599,
0.029135610908269882,0,649,
0.029118653386831284,0,699,
0.0339781753718853,0,749,
0.028176208958029747,0,799,
0.028241876512765884,0,849,
0.02861947938799858,0,899,
,0,937,0.02933204360306263
0.030082959681749344,1,949,
0.029027502983808517,1,999,
0.029286563396453857,1,1049,
0.03147384524345398,1,1099,
0.028549334034323692,1,1149,
0.02528667449951172,1,1199,
0.02716083824634552,1,1249,
0.028740424662828445,1,1299,
0.026337793096899986,1,1349,
0.02636254020035267,1,1399,
0.030997876077890396,1,1449,
0.02635170705616474,1,1499,
0.026956282556056976,1,1549,
0.026568451896309853,1,1599,
0.02912629023194313,1,1649,
0.026303600519895554,1,1699,
0.02502169832587242,1,1749,
0.027730992063879967,1,1799,
0.029708268120884895,1,1849,
,1,1875,0.02760769985616207
