train_loss,epoch,step,val_loss
0.06725112348794937,0,49,
0.05012098699808121,0,99,
0.038336120545864105,0,149,
0.03630192577838898,0,199,
0.0358683280646801,0,249,
0.028469406068325043,0,299,
0.034476447850465775,0,349,
0.0355704203248024,0,399,
0.034385040402412415,0,449,
0.030757293105125427,0,499,
0.031812213361263275,0,549,
0.031878311187028885,0,599,
0.029976658523082733,0,649,
0.030083801597356796,0,699,
0.027469949796795845,0,749,
0.0303264781832695,0,799,
0.03126276284456253,0,849,
0.02992362156510353,0,899,
,0,937,0.028252946212887764
0.028422359377145767,1,949,
0.027690637856721878,1,999,
0.025571798905730247,1,1049,
0.028065627440810204,1,1099,
0.026151929050683975,1,1149,
0.02825274132192135,1,1199,
0.029481902718544006,1,1249,
0.02453954890370369,1,1299,
0.02770422212779522,1,1349,
0.024740472435951233,1,1399,
0.02842601388692856,1,1449,
0.025352122262120247,1,1499,
0.025236044079065323,1,1549,
0.026548488065600395,1,1599,
0.0268523208796978,1,1649,
0.027808310464024544,1,1699,
0.028700117021799088,1,1749,
0.02780129946768284,1,1799,
0.02415594272315502,1,1849,
,1,1875,0.026356833055615425
,2,1876,0.02635684236884117
,2,1876,0.026356827467679977
,2,1876,0.02635684423148632
,2,1876,0.026356855407357216
,2,1876,0.026356806978583336
,2,1876,0.026356838643550873
,2,1876,0.026356834918260574
