train_loss,epoch,step,val_loss
0.06798990070819855,0,49,
0.04948430135846138,0,99,
0.038947694003582,0,149,
0.03616466373205185,0,199,
0.0378490686416626,0,249,
0.02966400422155857,0,299,
0.031625229865312576,0,349,
0.030001027509570122,0,399,
0.02862449735403061,0,449,
0.03039712831377983,0,499,
0.026169054210186005,0,549,
0.031123578548431396,0,599,
0.030351372435688972,0,649,
0.03215378522872925,0,699,
0.029747558757662773,0,749,
0.03186601400375366,0,799,
0.02827298268675804,0,849,
0.027992725372314453,0,899,
,0,937,0.02873689867556095
0.03242829442024231,1,949,
0.02811921387910843,1,999,
0.02913184091448784,1,1049,
0.02739689312875271,1,1099,
0.02809894271194935,1,1149,
0.03152596578001976,1,1199,
0.027006296440958977,1,1249,
0.02562527172267437,1,1299,
0.027677826583385468,1,1349,
0.02541477233171463,1,1399,
0.02736697904765606,1,1449,
0.02409123070538044,1,1499,
0.026407688856124878,1,1549,
0.028566712513566017,1,1599,
0.02349776029586792,1,1649,
0.02659326046705246,1,1699,
0.026053575798869133,1,1749,
0.02483447827398777,1,1799,
0.02358609437942505,1,1849,
,1,1875,0.02681773342192173
